Customer_ID,Customer_Name,Segment,Region,recency_days,total_orders,total_revenue,R_score,F_score,M_score,RFM_score,RFM_Segment
RD-19585,Rob Dowd,Consumer,South,180,9,860662,2,5,3,253,At-Risk
RD-19660,Robert Dilbeck,Home Office,Central,114,4,683434,2,2,3,223,Lost / Hibernating
RD-19720,Roger Demir,Consumer,South,21,10,793166,5,5,3,553,Loyal
RD-19810,Ross DeVincentis,Home Office,West,14,8,205162,5,4,1,541,Needs Attention
RD-19900,Ruben Dartt,Consumer,West,114,9,1926601,2,5,4,254,At-Risk High Value
RD-19930,Russell D'Ascenzo,Consumer,Central,42,4,409378,4,2,2,422,New / Promising
RE-19405,Ricardo Emerson,Consumer,East,1097,1,4836,1,1,1,111,Lost / Hibernating
RE-19450,Richard Eichhorn,Consumer,Central,302,4,45061,1,2,1,121,Lost / Hibernating
RF-19345,Randy Ferguson,Corporate,East,390,8,252264,1,4,2,142,At-Risk
RF-19735,Roland Fjeld,Consumer,Central,89,7,544167,3,4,2,342,Needs Attention
RF-19840,Roy Französisch,Consumer,East,6,7,129231,5,4,1,541,Needs Attention
RH-19495,Rick Hansen,Consumer,Central,32,5,1442395,4,3,4,434,Loyal
RH-19510,Rick Huthwaite,Home Office,East,467,6,391738,1,3,2,132,At-Risk
RH-19555,Ritsa Hightower,Consumer,South,519,2,106098,1,1,1,111,Lost / Hibernating
RH-19600,Rob Haberlin,Consumer,South,534,3,1290149,1,1,4,114,Lost / Hibernating
RK-19300,Ralph Kennedy,Consumer,East,119,3,67082,2,1,1,211,Lost / Hibernating
RL-19615,Rob Lucas,Consumer,South,121,8,3135049,2,4,5,245,At-Risk High Value
RM-19375,Raymond Messe,Consumer,Central,345,6,153658,1,3,1,131,At-Risk
RM-19675,Robert Marley,Home Office,South,6,5,3074940,5,3,5,535,Loyal
RM-19750,Roland Murray,Consumer,East,299,1,9835,1,1,1,111,Lost / Hibernating
RO-19780,Rose O'Brian,Consumer,South,35,7,2499345,4,4,5,445,Champions
RP-19270,Rachel Payne,Corporate,West,496,4,3928139,1,2,5,125,Lost / Hibernating
RP-19390,Resi Pölking,Consumer,East,33,12,1850462,4,5,4,454,Champions
RP-19855,Roy Phan,Corporate,Central,28,7,337301,4,4,2,442,Needs Attention
RR-19315,Ralph Ritter,Consumer,West,19,2,539342,5,1,2,512,New / Promising
RR-19525,Rick Reed,Corporate,East,170,6,637101,2,3,3,233,At-Risk
RS-19420,Ricardo Sperren,Corporate,West,76,5,322129,3,3,2,332,Needs Attention
RS-19765,Roland Schwarz,Corporate,East,36,8,529548,4,4,2,442,Needs Attention
RS-19870,Roy Skaria,Home Office,Central,19,2,10430,5,1,1,511,New / Promising
RW-19540,Rick Wilson,Corporate,West,120,7,1713046,2,4,4,244,At-Risk High Value
RW-19630,Rob Williams,Corporate,Central,89,9,1489799,3,5,4,354,Loyal
RW-19690,Robert Waldorf,Consumer,South,79,5,344647,3,3,2,332,Needs Attention
SA-20830,Sue Ann Reed,Consumer,Central,63,10,4902220,3,5,5,355,Loyal
SB-20170,Sarah Bern,Consumer,East,201,3,149391,2,1,1,211,Lost / Hibernating
SB-20185,Sarah Brown,Consumer,East,188,6,3060710,2,3,5,235,At-Risk
SB-20290,Sean Braxton,Corporate,Central,47,7,6689360,4,4,5,445,Champions
SC-20020,Sam Craven,Consumer,Central,780,5,3586160,1,3,5,135,At-Risk
SC-20050,Sample Company A,Home Office,East,40,9,1763301,4,5,4,454,Champions
SC-20095,Sanjit Chand,Consumer,West,349,9,1823170,1,5,4,154,At-Risk High Value
SC-20230,Scot Coram,Corporate,Central,149,4,3118591,2,2,5,225,Lost / Hibernating
SC-20260,Scott Cohen,Corporate,West,187,8,2092333,2,4,5,245,At-Risk High Value
SC-20305,Sean Christensen,Consumer,Central,29,6,768475,4,3,3,433,Loyal
SC-20380,Shahid Collister,Consumer,West,30,9,2925876,4,5,5,455,Champions
SC-20440,Shaun Chance,Corporate,West,36,7,767593,4,4,3,443,Loyal
SC-20575,Sonia Cooley,Consumer,Central,92,4,118534,3,2,1,321,Needs Attention
SC-20680,Steve Carroll,Home Office,South,126,6,125464,2,3,1,231,At-Risk
SC-20695,Steve Chapman,Corporate,South,89,10,307823,3,5,2,352,Needs Attention
SC-20725,Steven Cartwright,Consumer,East,187,11,1175571,2,5,4,254,At-Risk High Value
SC-20770,Stewart Carmichael,Corporate,South,41,7,1230616,4,4,4,444,Champions
SC-20800,Stuart Calhoun,Consumer,Central,30,4,209785,4,2,1,421,New / Promising
SC-20845,Sung Chung,Consumer,Central,414,1,14112,1,1,1,111,Lost / Hibernating
SD-20485,Shirley Daniels,Home Office,East,200,9,1709404,2,5,4,254,At-Risk High Value
SE-20110,Sanjit Engle,Consumer,East,9,11,2501525,5,5,5,555,Champions
SF-20065,Sandra Flanagan,Consumer,East,59,7,132025,3,4,1,341,Needs Attention
SF-20200,Sarah Foster,Consumer,West,59,9,684464,3,5,3,353,Loyal
SF-20965,Sylvia Foulston,Corporate,Central,48,9,582265,4,5,2,452,Needs Attention
SG-20080,Sandra Glassco,Consumer,Central,8,3,1370574,5,1,4,514,New / Promising
SG-20470,Sheri Gordon,Consumer,East,183,8,470880,2,4,2,242,At-Risk
SG-20605,Speros Goranitis,Consumer,East,108,5,697874,2,3,3,233,At-Risk
SG-20890,Susan Gilcrest,Corporate,Central,226,3,37551,2,1,1,211,Lost / Hibernating
SH-19975,Sally Hughsby,Corporate,West,29,12,5211132,4,5,5,455,Champions
SH-20395,Shahid Hopkins,Consumer,South,23,10,1635183,5,5,4,554,Champions
SH-20635,Stefanie Holloman,Corporate,South,764,2,832864,1,1,3,113,Lost / Hibernating
SJ-20125,Sanjit Jacobs,Home Office,East,95,12,1784571,3,5,4,354,Loyal
SJ-20215,Sarah Jordon,Consumer,Central,29,6,912618,4,3,3,433,Loyal
SJ-20500,Shirley Jackson,Consumer,Central,253,5,209238,1,3,1,131,At-Risk
SK-19990,Sally Knutson,Consumer,East,8,3,656780,5,1,3,513,New / Promising
SL-20155,Sara Luxemburg,Home Office,South,70,6,405050,3,3,2,332,Needs Attention
SM-20005,Sally Matthias,Consumer,East,421,4,211023,1,2,1,121,Lost / Hibernating
SM-20320,Sean Miller,Home Office,South,79,5,3372562,3,3,5,335,Loyal
SM-20905,Susan MacKendrick,Consumer,East,606,1,741703,1,1,3,113,Lost / Hibernating
SM-20950,Suzanne McNair,Corporate,South,25,11,2760991,5,5,5,555,Champions
SN-20560,Skye Norling,Home Office,West,111,6,873901,2,3,3,233,At-Risk
SN-20710,Steve Nguyen,Home Office,Central,79,7,6723974,3,4,5,345,Loyal
SO-20335,Sean O'Donnell,Consumer,South,29,6,10279823,4,3,5,435,Loyal
SP-20545,Sibella Parks,Corporate,East,327,6,630735,1,3,2,132,At-Risk
SP-20620,Stefania Perrino,Corporate,East,47,9,4648202,4,5,5,455,Champions
SP-20650,Stephanie Phelps,Corporate,West,386,9,922153,1,5,3,153,At-Risk
SP-20860,Sung Pak,Corporate,East,79,10,3032606,3,5,5,355,Loyal
SP-20920,Susan Pistek,Consumer,West,70,6,3933485,3,3,5,335,Loyal
SR-20425,Sharelle Roach,Home Office,West,8,5,2794443,5,3,5,535,Loyal
SR-20740,Steven Roelle,Home Office,East,196,8,158708,2,4,1,241,At-Risk
SS-20140,Saphhira Shifley,Corporate,East,15,8,179786,5,4,1,541,Needs Attention
SS-20410,Shahid Shariari,Consumer,West,110,6,1755191,2,3,4,234,At-Risk
SS-20515,Shirley Schmidt,Home Office,South,491,3,61340,1,1,1,111,Lost / Hibernating
SS-20590,Sonia Sunley,Consumer,West,432,6,40148,1,3,1,131,At-Risk
SS-20875,Sung Shariari,Consumer,Central,120,5,417130,2,3,2,232,At-Risk
ST-20530,Shui Tom,Consumer,East,125,7,225035,2,4,1,241,At-Risk
SU-20665,Stephanie Ulpright,Home Office,South,20,7,1647295,5,4,4,544,Champions
SV-20365,Seth Vernon,Consumer,East,101,10,5660487,3,5,5,355,Loyal
SV-20785,Stewart Visinsky,Consumer,West,320,9,2656629,1,5,5,155,At-Risk High Value
SV-20815,Stuart Van,Corporate,Central,76,4,997553,3,2,3,323,Needs Attention
SV-20935,Susan Vittorini,Consumer,East,2,8,551493,5,4,2,542,Needs Attention
SW-20245,Scot Wooten,Consumer,West,81,7,689852,3,4,3,343,Loyal
SW-20275,Scott Williamson,Consumer,South,30,6,176865,4,3,1,431,Needs Attention
SW-20350,Sean Wendt,Home Office,Central,162,3,244801,2,1,2,212,Lost / Hibernating
SW-20455,Shaun Weien,Consumer,South,162,6,2525199,2,3,5,235,At-Risk
SW-20755,Steven Ward,Corporate,East,534,2,660524,1,1,3,113,Lost / Hibernating
SZ-20035,Sam Zeldin,Home Office,West,35,11,1683795,4,5,4,454,Champions
TA-21385,Tom Ashbrook,Home Office,East,69,4,11388497,3,2,5,325,Needs Attention
TB-21055,Ted Butterfield,Consumer,East,119,4,363522,2,2,2,222,Lost / Hibernating
TB-21175,Thomas Boland,Corporate,Central,58,4,596985,3,2,2,322,Needs Attention
TB-21190,Thomas Brumley,Home Office,South,49,4,771408,4,2,3,423,New / Promising
TB-21250,Tim Brockman,Consumer,East,349,7,795706,1,4,3,143,At-Risk
TB-21280,Toby Braunhardt,Consumer,East,583,6,330806,1,3,2,132,At-Risk
TB-21355,Todd Boyes,Corporate,East,146,5,196390,2,3,1,231,At-Risk
TB-21400,Tom Boeckenhauer,Consumer,West,202,6,1045561,2,3,3,233,At-Risk
TB-21520,Tracy Blumstein,Consumer,East,107,9,808617,2,5,3,253,At-Risk
TB-21595,Troy Blackwell,Consumer,Central,285,4,536603,1,2,2,122,Lost / Hibernating
TB-21625,Trudy Brown,Consumer,Central,30,9,1466478,4,5,4,454,Champions
TC-20980,Tamara Chand,Corporate,West,399,5,1969336,1,3,4,134,At-Risk
TC-21145,Theresa Coyne,Corporate,East,106,1,99560,2,1,1,211,Lost / Hibernating
TC-21295,Toby Carlisle,Consumer,West,27,8,1173566,4,5,4,454,Champions
TC-21475,Tony Chapman,Home Office,South,153,9,248424,2,5,2,252,At-Risk
TC-21535,Tracy Collins,Home Office,South,4,7,164533,5,4,1,541,Needs Attention
TD-20995,Tamara Dahlen,Consumer,East,37,9,1249283,4,5,4,454,Champions
TG-21310,Toby Gnade,Consumer,West,337,5,1636516,1,3,4,134,At-Risk
TG-21640,Trudy Glocke,Consumer,West,114,4,1348919,2,2,4,224,Lost / Hibernating
TH-21100,Thea Hendricks,Consumer,West,344,5,1780440,1,3,4,134,At-Risk
TH-21115,Thea Hudgings,Corporate,East,58,4,1955400,3,2,4,324,Needs Attention
TH-21235,Tiffany House,Corporate,Central,117,8,866339,2,5,3,253,At-Risk
TH-21550,Tracy Hopkins,Home Office,East,72,7,2045593,3,4,5,345,Loyal
TM-21010,Tamara Manning,Consumer,West,103,7,570160,3,4,2,342,Needs Attention
TM-21490,Tony Molinari,Consumer,Central,130,3,298475,2,1,2,212,Lost / Hibernating
TN-21040,Tanja Norvell,Home Office,West,90,7,1049061,3,4,3,343,Loyal
TP-21130,Theone Pippenger,Consumer,East,8,9,460954,5,5,2,552,Needs Attention
TP-21415,Tom Prescott,Consumer,West,104,5,6422539,3,3,5,335,Loyal
TP-21565,Tracy Poddar,Corporate,West,350,4,1816112,1,2,4,124,Lost / Hibernating
TR-21325,Toby Ritter,Consumer,East,193,5,51297,2,3,1,231,At-Risk
TS-21085,Thais Sissman,Consumer,West,357,2,4833,1,1,1,111,Lost / Hibernating
TS-21160,Theresa Swint,Corporate,East,504,6,1027023,1,3,3,133,At-Risk
TS-21205,Thomas Seio,Corporate,East,198,7,3967513,2,4,5,245,At-Risk High Value
TS-21340,Toby Swindell,Consumer,Central,226,5,244531,2,3,1,231,At-Risk
TS-21370,Todd Sumrall,Corporate,East,36,6,3107067,4,3,5,435,Loyal
TS-21430,Tom Stivers,Corporate,West,172,5,289060,2,3,2,232,At-Risk
TS-21505,Tony Sayre,Consumer,South,11,6,974373,5,3,3,533,Loyal
TS-21610,Troy Staebel,Consumer,West,55,7,1419628,3,4,4,344,Loyal
TS-21655,Trudy Schmidt,Consumer,Central,238,5,1303674,1,3,4,134,At-Risk
TT-21070,Ted Trevino,Consumer,West,31,7,3703338,4,4,5,445,Champions
TT-21220,Thomas Thornton,Consumer,Central,183,8,830704,2,5,3,253,At-Risk
TT-21265,Tim Taslimi,Corporate,West,406,3,14871,1,1,1,111,Lost / Hibernating
TT-21460,Tonja Turnell,Home Office,Central,12,7,644425,5,4,3,543,Loyal
TW-21025,Tamara Willingham,Home Office,West,64,7,1094717,3,4,3,343,Loyal
TZ-21580,Tracy Zic,Consumer,West,35,4,676246,4,2,3,423,New / Promising
VB-21745,Victoria Brennan,Corporate,South,54,6,345645,3,3,2,332,Needs Attention
VD-21670,Valerie Dominguez,Consumer,South,581,6,1461501,1,3,4,134,At-Risk
VF-21715,Vicky Freymann,Home Office,Central,13,5,748962,5,3,3,533,Loyal
VG-21790,Vivek Gonzalez,Consumer,West,154,6,522217,2,3,2,232,At-Risk
VG-21805,Vivek Grady,Corporate,South,491,4,388336,1,2,2,122,Lost / Hibernating
VM-21685,Valerie Mitchum,Home Office,East,54,7,935081,3,4,3,343,Loyal
VM-21835,Vivian Mathis,Consumer,East,117,5,78749,2,3,1,231,At-Risk
VP-21730,Victor Preis,Home Office,West,30,3,165722,4,1,1,411,New / Promising
VP-21760,Victoria Pisteka,Corporate,West,75,7,2586229,3,4,5,345,Loyal
VS-21820,Vivek Sundaresam,Consumer,West,221,4,1046594,2,2,3,223,Lost / Hibernating
VT-21700,Valerie Takahito,Home Office,East,999,2,1315810,1,1,4,114,Lost / Hibernating
VW-21775,Victoria Wilson,Corporate,East,28,10,1237462,4,5,4,454,Champions
WB-21850,William Brown,Consumer,East,20,10,3936779,5,5,5,555,Champions
XP-21865,Xylona Preis,Consumer,West,43,11,1005065,4,5,3,453,Loyal
YC-21895,Yoseph Carroll,Corporate,West,4,5,1920626,5,3,4,534,Loyal
YS-21880,Yana Sorensen,Corporate,South,9,8,3561381,5,5,5,555,Champions
ZC-21910,Zuschuss Carroll,Consumer,West,54,13,3383039,3,5,5,355,Loyal
ZD-21925,Zuschuss Donatelli,Consumer,West,202,5,163780,2,3,1,231,At-Risk
