Customer_ID,first_order,last_order,total_orders,total_revenue,avg_order_value,Customer_Name,Segment,Region,tenure_days,recency_days,orders_per_year
ME-17320,2015-01-06,2018-11-18,10,5499744,549974.4,Maria Etezadi,Home Office,South,1412,42,2.58
ME-17725,2015-07-12,2018-12-02,8,4718489,589811.125,Max Engle,Consumer,West,1239,28,2.36
ME-18010,2015-07-21,2018-09-29,4,1158736,289684.0,Michelle Ellison,Corporate,West,1166,92,1.25
MF-17665,2015-12-30,2017-11-04,5,649102,129820.4,Maureen Fritzler,Corporate,East,675,421,2.7
MF-18250,2015-09-15,2018-12-23,5,543174,108634.8,Monica Federle,Corporate,West,1195,7,1.53
MG-17650,2015-08-09,2018-12-01,7,1901171,271595.85714285716,Matthew Grinstein,Home Office,East,1210,29,2.11
MG-17680,2015-10-22,2018-09-29,4,2024622,506155.5,Maureen Gastineau,Home Office,East,1073,92,1.36
MG-17695,2015-12-26,2017-06-23,3,590629,196876.33333333334,Maureen Gnade,Consumer,East,545,555,2.01
MG-17875,2015-02-23,2018-09-05,5,980843,196168.6,Michael Grace,Home Office,East,1290,116,1.41
MG-17890,2015-12-29,2018-09-22,9,346967,38551.88888888889,Michael Granlund,Home Office,East,998,99,3.29
MG-18145,2015-03-29,2018-10-07,4,1985296,496324.0,Mike Gockenbach,Consumer,East,1288,84,1.13
MG-18205,2018-04-10,2018-04-10,1,5651,5651.0,Mitch Gastineau,Corporate,South,0,264,
MH-17290,2015-04-26,2018-03-11,5,911412,182282.4,Marc Harrigan,Home Office,West,1050,294,1.74
MH-17440,2015-02-04,2017-12-19,4,63029,15757.25,Mark Haberlin,Corporate,East,1049,376,1.39
MH-17455,2015-07-11,2018-07-13,7,593807,84829.57142857143,Mark Hamilton,Consumer,South,1098,170,2.33
MH-17620,2016-12-05,2018-07-28,4,37296,9324.0,Matt Hagelstein,Corporate,West,600,155,2.43
MH-17785,2015-05-27,2018-09-23,7,288659,41237.0,Maya Herman,Corporate,East,1215,98,2.1
MH-18025,2015-07-08,2018-11-11,5,799568,159913.6,Michelle Huthwaite,Consumer,West,1222,49,1.49
MH-18115,2017-08-23,2018-12-25,9,2729158,303239.77777777775,Mick Hernandez,Home Office,East,489,5,6.72
MJ-17740,2016-06-09,2018-12-08,7,472339,67477.0,Max Jones,Consumer,West,912,22,2.8
MK-17905,2015-11-18,2018-12-02,8,789621,98702.625,Michael Kennedy,Corporate,East,1110,28,2.63
MK-18160,2015-12-19,2018-05-04,4,82273,20568.25,Mike Kennedy,Consumer,South,867,240,1.68
ML-17395,2015-02-14,2018-10-22,9,787330,87481.11111111111,Marina Lichtenstein,Corporate,West,1346,69,2.44
ML-17410,2015-11-14,2018-11-06,5,817798,163559.6,Maris LaWare,Consumer,East,1088,54,1.68
ML-17755,2017-08-04,2018-12-01,7,1192803,170400.42857142858,Max Ludwig,Home Office,South,484,29,5.28
ML-18040,2018-03-26,2018-10-12,3,87188,29062.666666666668,Michelle Lonsdale,Corporate,West,200,79,5.48
ML-18265,2016-05-31,2018-09-21,2,25468,12734.0,Muhammed Lee,Consumer,West,843,100,0.87
MM-17260,2015-05-28,2018-07-15,4,1112216,278054.0,Magdelene Morse,Consumer,East,1144,168,1.28
MM-17920,2015-01-13,2018-12-23,10,1390634,139063.4,Michael Moore,Consumer,West,1440,7,2.53
MM-18055,2015-04-11,2018-10-30,8,2317881,289735.125,Michelle Moray,Consumer,West,1298,61,2.25
MM-18280,2015-01-20,2018-10-06,9,640792,71199.11111111111,Muhammed MacIntyre,Corporate,Central,1355,85,2.42
MN-17935,2015-02-16,2018-11-26,6,1433100,238850.0,Michael Nguyen,Consumer,Central,1379,34,1.59
MO-17500,2015-11-28,2018-10-19,4,893813,223453.25,Mary O'Rourke,Consumer,East,1056,72,1.38
MO-17800,2016-09-17,2018-09-17,8,731119,91389.875,Meg O'Connel,Home Office,East,730,104,4.0
MO-17950,2016-04-02,2018-07-03,2,85204,42602.0,Michael Oakman,Consumer,Central,822,180,0.89
MP-17470,2015-03-30,2017-01-11,6,2037632,339605.3333333333,Mark Packer,Home Office,East,653,718,3.35
MP-17965,2016-04-18,2018-10-19,9,916406,101822.88888888889,Michael Paige,Corporate,East,914,72,3.59
MP-18175,2015-11-25,2018-12-14,8,1524442,190555.25,Mike Pelletier,Home Office,West,1115,16,2.62
MR-17545,2015-09-03,2018-08-27,4,97225,24306.25,Mathew Reese,Home Office,East,1089,125,1.34
MS-17365,2015-09-09,2018-04-01,10,4432686,443268.6,Maribeth Schnelling,Consumer,Central,935,273,3.9
MS-17530,2015-11-04,2017-10-22,4,66822,16705.5,MaryBeth Skach,Consumer,West,718,434,2.03
MS-17710,2015-03-24,2017-11-12,6,696356,116059.33333333333,Maurice Satty,Consumer,West,964,413,2.27
MS-17770,2015-07-04,2018-08-31,9,1293513,143723.66666666666,Maxwell Schwartz,Consumer,East,1154,121,2.85
MS-17830,2015-01-09,2017-10-04,4,267532,66883.0,Melanie Seite,Consumer,Central,999,452,1.46
MS-17980,2015-06-30,2018-12-04,6,411299,68549.83333333333,Michael Stewart,Corporate,Central,1253,26,1.75
MT-17815,2016-11-06,2018-11-11,6,269420,44903.333333333336,Meg Tillman,Consumer,West,735,49,2.98
MT-18070,2015-09-25,2018-06-10,4,3603423,900855.75,Michelle Tran,Home Office,West,989,203,1.48
MV-17485,2015-01-20,2018-12-03,9,912527,101391.88888888889,Mark Van Huff,Consumer,South,1413,27,2.32
MV-18190,2015-01-30,2018-12-11,7,1164667,166381.0,Mike Vittorini,Consumer,East,1411,19,1.81
MW-18220,2015-08-25,2018-12-13,7,2759341,394191.5714285714,Mitch Webber,Consumer,East,1206,17,2.12
MW-18235,2015-05-21,2018-11-16,2,2253366,1126683.0,Mitch Willingham,Corporate,South,1275,44,0.57
MY-17380,2016-10-26,2018-12-01,7,1254970,179281.42857142858,Maribeth Yedwab,Corporate,West,766,29,3.34
MY-18295,2015-04-28,2018-10-20,10,2056796,205679.6,Muhammed Yedwab,Corporate,Central,1271,71,2.87
MZ-17335,2016-11-08,2018-11-30,4,212744,53186.0,Maria Zettner,Home Office,West,752,30,1.94
MZ-17515,2015-04-04,2018-03-23,6,2126633,354438.8333333333,Mary Zewe,Corporate,West,1084,282,2.02
NB-18580,2015-09-26,2015-10-22,2,156944,78472.0,Nicole Brennan,Corporate,East,26,1165,28.08
NB-18655,2015-12-05,2018-12-11,9,1545243,171693.66666666666,Nona Balk,Corporate,Central,1102,19,2.98
NC-18340,2015-03-30,2018-05-20,5,824700,164940.0,Nat Carroll,Consumer,Central,1147,224,1.59
NC-18415,2015-05-03,2018-11-19,6,2091694,348615.6666666667,Nathan Cano,Consumer,South,1296,41,1.69
NC-18535,2015-07-23,2018-12-24,7,6435997,919428.1428571428,Nick Crebassa,Corporate,Central,1250,6,2.04
NC-18625,2015-10-29,2018-06-09,5,425815,85163.0,Noah Childs,Corporate,West,954,204,1.91
ND-18370,2015-01-13,2018-12-03,9,1299448,144383.11111111112,Natalie DeCherney,Consumer,South,1420,27,2.31
ND-18460,2015-02-06,2018-06-30,6,354384,59064.0,Neil Ducich,Corporate,South,1240,183,1.77
NF-18385,2015-02-11,2018-10-12,6,3967141,661190.1666666666,Natalie Fritzler,Consumer,South,1339,79,1.64
NF-18475,2015-03-14,2017-07-23,4,129941,32485.25,Neil Französisch,Home Office,Central,862,525,1.69
NF-18595,2015-04-19,2018-09-07,7,1230733,175819.0,Nicole Fjeld,Home Office,East,1237,114,2.07
NG-18355,2015-11-24,2018-11-12,5,718057,143611.4,Nat Gilpin,Corporate,East,1084,48,1.68
NG-18430,2015-11-24,2018-11-12,5,857189,171437.8,Nathan Gelder,Consumer,East,1084,48,1.68
NH-18610,2016-09-19,2018-06-24,6,203884,33980.666666666664,Nicole Hansen,Corporate,Central,643,189,3.41
NK-18490,2016-05-28,2018-10-21,7,166319,23759.85714285714,Neil Knudson,Home Office,West,876,70,2.92
NL-18310,2015-10-31,2018-11-02,4,775265,193816.25,Nancy Lomonaco,Home Office,West,1098,58,1.33
NM-18445,2015-02-08,2018-07-23,7,745676,106525.14285714286,Nathan Mautz,Home Office,East,1261,160,2.03
NM-18520,2016-09-08,2018-04-30,10,261800,26180.0,Neoma Murray,Consumer,West,599,244,6.09
NP-18325,2015-05-13,2018-12-05,6,2287361,381226.8333333333,Naresj Patel,Consumer,South,1302,25,1.68
NP-18670,2016-02-27,2018-11-02,5,233675,46735.0,Nora Paige,Consumer,Central,979,58,1.86
NP-18685,2015-03-07,2017-11-19,5,229297,45859.4,Nora Pelletier,Home Office,East,988,406,1.85
NP-18700,2015-09-05,2018-08-14,7,7957259,1136751.2857142857,Nora Preis,Consumer,West,1074,138,2.38
NR-18550,2015-06-07,2018-06-03,5,1241359,248271.8,Nick Radford,Consumer,Central,1092,210,1.67
NS-18505,2017-11-24,2018-12-24,4,1643247,410811.75,Neola Schneider,Consumer,Central,395,6,3.7
NS-18640,2015-06-25,2018-07-09,12,865756,72146.33333333333,Noel Staavos,Corporate,Central,1110,174,3.95
NW-18400,2015-06-21,2018-07-11,7,4338750,619821.4285714285,Natalie Webber,Consumer,West,1116,172,2.29
NZ-18565,2015-08-02,2018-10-06,9,1197098,133010.88888888888,Nick Zandusky,Home Office,East,1161,85,2.83
ON-18715,2015-09-13,2017-11-15,9,882422,98046.88888888889,Odella Nelson,Corporate,Central,794,410,4.14
OT-18730,2016-04-20,2018-10-26,5,1609871,321974.2,Olvera Toch,Consumer,West,919,65,1.99
PA-19060,2015-05-17,2018-09-18,6,240096,40016.0,Pete Armstrong,Home Office,Central,1220,103,1.8
PB-18805,2016-11-20,2018-12-05,3,263275,87758.33333333333,Patrick Bzostek,Home Office,West,745,25,1.47
PB-19105,2015-11-15,2018-11-03,4,660514,165128.5,Peter Bühler,Consumer,Central,1084,57,1.35
PB-19150,2015-07-14,2018-09-24,8,219099,27387.375,Philip Brown,Consumer,West,1168,97,2.5
PB-19210,2015-11-23,2017-02-11,2,69801,34900.5,Phillip Breyer,Corporate,Central,446,687,1.64
PC-18745,2015-12-31,2018-12-28,4,1663422,415855.5,Pamela Coakley,Corporate,West,1093,2,1.34
PC-19000,2015-04-08,2016-08-01,2,1055440,527720.0,Pauline Chand,Home Office,West,481,881,1.52
PF-19120,2015-05-05,2016-09-17,4,6026246,1506561.5,Peter Fuller,Consumer,West,501,834,2.91
PF-19165,2015-09-20,2018-06-17,6,206179,34363.166666666664,Philip Fox,Consumer,Central,1001,196,2.19
PF-19225,2017-06-26,2018-09-07,5,836688,167337.6,Phillip Flathmann,Consumer,West,438,114,4.17
PG-18820,2015-05-09,2018-11-24,13,1284360,98796.92307692308,Patrick Gardner,Consumer,West,1295,36,3.66
PG-18895,2015-05-11,2018-11-03,9,950076,105564.0,Paul Gonzalez,Consumer,Central,1272,57,2.58
PH-18790,2018-10-21,2018-10-21,1,729648,729648.0,Patricia Hirasaki,Home Office,South,0,70,
PJ-18835,2015-05-28,2018-11-21,8,248495,31061.875,Patrick Jones,Corporate,South,1273,39,2.29
PJ-19015,2015-04-07,2018-08-18,6,180692,30115.333333333332,Pauline Johnson,Consumer,West,1229,134,1.78
PK-18910,2015-04-04,2017-09-03,2,395118,197559.0,Paul Knutson,Home Office,East,883,483,0.83
PK-19075,2015-11-11,2018-12-21,12,6393289,532774.0833333334,Pete Kriz,Consumer,Central,1136,9,3.86
PL-18925,2015-11-01,2018-12-15,5,138978,27795.6,Paul Lucas,Home Office,Central,1140,15,1.6
PM-18940,2015-05-04,2017-12-09,3,407896,135965.33333333334,Paul MacIntyre,Consumer,Central,950,386,1.15
PM-19135,2016-12-19,2018-11-09,4,2030056,507514.0,Peter McVee,Home Office,Central,690,51,2.12
PN-18775,2016-08-07,2018-11-30,8,725723,90715.375,Parhena Norris,Home Office,East,845,30,3.46
PO-18850,2015-11-02,2018-12-26,11,12682247,1152931.5454545454,Patrick O'Brill,Consumer,East,1150,4,3.49
PO-18865,2015-03-23,2018-12-30,7,1087333,155333.2857142857,Patrick O'Donnell,Consumer,Central,1378,0,1.85
PO-19180,2016-08-11,2018-07-23,9,1893685,210409.44444444444,Philisse Overcash,Home Office,Central,711,160,4.62
PO-19195,2015-01-04,2018-10-05,5,743775,148755.0,Phillina Ober,Home Office,Central,1370,86,1.33
PP-18955,2015-08-26,2018-09-24,10,1233273,123327.3,Paul Prost,Home Office,South,1125,97,3.24
PR-18880,2015-09-05,2018-11-24,5,1410473,282094.6,Patrick Ryan,Consumer,West,1176,36,1.55
PS-18760,2015-06-15,2018-09-14,6,753566,125594.33333333333,Pamela Stobb,Consumer,West,1187,107,1.84
PS-18970,2015-04-15,2018-10-22,8,519165,64895.625,Paul Stevenson,Home Office,Central,1286,69,2.27
PS-19045,2015-12-20,2018-05-08,7,4011793,573113.2857142857,Penelope Sewall,Home Office,South,870,236,2.94
PT-19090,2015-09-12,2018-10-20,3,153798,51266.0,Pete Takahito,Consumer,Central,1134,71,0.97
PV-18985,2015-07-12,2018-10-02,5,786354,157270.8,Paul Van Hugh,Home Office,West,1178,89,1.55
PW-19030,2015-05-16,2018-11-14,10,473864,47386.4,Pauline Webber,Corporate,South,1278,46,2.86
PW-19240,2015-11-18,2017-09-22,7,1120706,160100.85714285713,Pierre Wener,Consumer,West,674,464,3.79
QJ-19255,2015-03-17,2018-12-05,9,353072,39230.22222222222,Quincy Jones,Corporate,Central,1359,25,2.42
RA-19285,2015-12-13,2018-12-25,9,976891,108543.44444444444,Ralph Arnett,Consumer,East,1108,5,2.96
RA-19885,2015-04-08,2018-11-05,6,1168037,194672.83333333334,Ruben Ausman,Corporate,West,1307,55,1.68
RA-19915,2015-06-30,2018-12-18,9,3169358,352150.8888888889,Russell Applegate,Consumer,Central,1267,12,2.59
RA-19945,2015-08-29,2018-10-30,5,2817264,563452.8,Ryan Akin,Consumer,West,1158,61,1.58
RB-19330,2015-11-17,2018-10-23,2,349063,174531.5,Randy Bradley,Consumer,East,1071,68,0.68
RB-19360,2017-04-01,2018-09-25,6,1632000,272000.0,Raymond Buch,Consumer,East,542,96,4.04
RB-19435,2015-03-11,2018-11-19,7,976963,139566.14285714287,Richard Bierner,Consumer,Central,1349,41,1.89
RB-19465,2015-03-14,2018-12-21,12,1371939,114328.25,Rick Bensley,Home Office,Central,1378,9,3.18
RB-19570,2017-04-28,2018-12-05,5,316974,63394.8,Rob Beeghly,Consumer,Central,586,25,3.11
RB-19645,2015-08-23,2017-03-22,5,141110,28222.0,Robert Barroso,Corporate,West,577,648,3.16
RB-19705,2016-08-22,2018-11-06,4,459411,114852.75,Roger Barcio,Home Office,West,806,54,1.81
RB-19795,2015-06-03,2018-11-28,8,3096522,387065.25,Ross Baird,Home Office,South,1274,32,2.29
RC-19825,2015-12-05,2017-12-26,6,727207,121201.16666666667,Roy Collins,Consumer,Central,752,369,2.91
RC-19960,2015-08-25,2018-09-11,4,319482,79870.5,Ryan Crowe,Consumer,East,1113,110,1.31
RD-19480,2015-06-08,2018-10-19,8,1759176,219897.0,Rick Duston,Consumer,West,1229,72,2.38
RD-19585,2015-04-02,2018-07-03,9,860662,95629.11111111111,Rob Dowd,Consumer,South,1188,180,2.77
RD-19660,2016-10-24,2018-09-07,4,683434,170858.5,Robert Dilbeck,Home Office,Central,683,114,2.14
RD-19720,2015-07-20,2018-12-09,10,793166,79316.6,Roger Demir,Consumer,South,1238,21,2.95
RD-19810,2015-10-27,2018-12-16,8,205162,25645.25,Ross DeVincentis,Home Office,West,1146,14,2.55
RD-19900,2015-04-05,2018-09-07,9,1926601,214066.77777777778,Ruben Dartt,Consumer,West,1251,114,2.63
RD-19930,2015-10-03,2018-11-18,4,409378,102344.5,Russell D'Ascenzo,Consumer,Central,1142,42,1.28
RE-19405,2015-12-29,2015-12-29,1,4836,4836.0,Ricardo Emerson,Consumer,East,0,1097,
RE-19450,2016-08-15,2018-03-03,4,45061,11265.25,Richard Eichhorn,Consumer,Central,565,302,2.58
RF-19345,2015-05-20,2017-12-05,8,252264,31533.0,Randy Ferguson,Corporate,East,930,390,3.14
RF-19735,2015-08-06,2018-10-02,7,544167,77738.14285714286,Roland Fjeld,Consumer,Central,1153,89,2.22
RF-19840,2015-11-12,2018-12-24,7,129231,18461.571428571428,Roy Französisch,Consumer,East,1138,6,2.25
RH-19495,2015-08-23,2018-11-28,5,1442395,288479.0,Rick Hansen,Consumer,Central,1193,32,1.53
RH-19510,2015-11-16,2017-09-19,6,391738,65289.666666666664,Rick Huthwaite,Home Office,East,673,467,3.25
RH-19555,2016-12-04,2017-07-29,2,106098,53049.0,Ritsa Hightower,Consumer,South,237,519,3.08
RH-19600,2016-07-02,2017-07-14,3,1290149,430049.6666666667,Rob Haberlin,Consumer,South,377,534,2.9
RK-19300,2016-07-20,2018-09-02,3,67082,22360.666666666668,Ralph Kennedy,Consumer,East,774,119,1.41
RL-19615,2015-12-05,2018-08-31,8,3135049,391881.125,Rob Lucas,Consumer,South,1000,121,2.92
RM-19375,2015-05-11,2018-01-19,6,153658,25609.666666666668,Raymond Messe,Consumer,Central,984,345,2.23
RM-19675,2015-11-14,2018-12-24,5,3074940,614988.0,Robert Marley,Home Office,South,1136,6,1.61
RM-19750,2018-03-06,2018-03-06,1,9835,9835.0,Roland Murray,Consumer,East,0,299,
RO-19780,2016-05-12,2018-11-25,7,2499345,357049.28571428574,Rose O'Brian,Consumer,South,927,35,2.76
RP-19270,2015-10-19,2017-08-21,4,3928139,982034.75,Rachel Payne,Corporate,West,672,496,2.17
RP-19390,2015-05-24,2018-11-27,12,1850462,154205.16666666666,Resi Pölking,Consumer,East,1283,33,3.41
RP-19855,2016-02-15,2018-12-02,7,337301,48185.857142857145,Roy Phan,Corporate,Central,1021,28,2.5
RR-19315,2017-11-14,2018-12-11,2,539342,269671.0,Ralph Ritter,Consumer,West,392,19,1.86
RR-19525,2015-09-09,2018-07-13,6,637101,106183.5,Rick Reed,Corporate,East,1038,170,2.11
RS-19420,2015-08-05,2018-10-15,5,322129,64425.8,Ricardo Sperren,Corporate,West,1167,76,1.56
RS-19765,2015-04-07,2018-11-24,8,529548,66193.5,Roland Schwarz,Corporate,East,1327,36,2.2
RS-19870,2017-06-07,2018-12-11,2,10430,5215.0,Roy Skaria,Home Office,Central,552,19,1.32
RW-19540,2016-02-03,2018-09-01,7,1713046,244720.85714285713,Rick Wilson,Corporate,West,941,120,2.72
RW-19630,2015-06-28,2018-10-02,9,1489799,165533.22222222222,Rob Williams,Corporate,Central,1192,89,2.76
RW-19690,2017-05-30,2018-10-12,5,344647,68929.4,Robert Waldorf,Consumer,South,500,79,3.65
SA-20830,2015-02-22,2018-10-28,10,4902220,490222.0,Sue Ann Reed,Consumer,Central,1344,63,2.72
SB-20170,2015-06-06,2018-06-12,3,149391,49797.0,Sarah Bern,Consumer,East,1102,201,0.99
SB-20185,2015-09-20,2018-06-25,6,3060710,510118.3333333333,Sarah Brown,Consumer,East,1009,188,2.17
SB-20290,2015-05-09,2018-11-13,7,6689360,955622.8571428572,Sean Braxton,Corporate,Central,1284,47,1.99
SC-20020,2015-03-03,2016-11-10,5,3586160,717232.0,Sam Craven,Consumer,Central,618,780,2.95
SC-20050,2015-03-18,2018-11-20,9,1763301,195922.33333333334,Sample Company A,Home Office,East,1343,40,2.45
SC-20095,2015-02-12,2018-01-15,9,1823170,202574.44444444444,Sanjit Chand,Consumer,West,1068,349,3.08
SC-20230,2017-06-06,2018-08-03,4,3118591,779647.75,Scot Coram,Corporate,Central,423,149,3.45
SC-20260,2015-04-06,2018-06-26,8,2092333,261541.625,Scott Cohen,Corporate,West,1177,187,2.48
SC-20305,2016-01-27,2018-12-01,6,768475,128079.16666666667,Sean Christensen,Consumer,Central,1039,29,2.11
SC-20380,2015-03-01,2018-11-30,9,2925876,325097.3333333333,Shahid Collister,Consumer,West,1370,30,2.4
SC-20440,2016-08-17,2018-11-24,7,767593,109656.14285714286,Shaun Chance,Corporate,West,829,36,3.08
SC-20575,2015-06-16,2018-09-29,4,118534,29633.5,Sonia Cooley,Consumer,Central,1201,92,1.22
SC-20680,2015-11-21,2018-08-26,6,125464,20910.666666666668,Steve Carroll,Home Office,South,1009,126,2.17
SC-20695,2015-12-16,2018-10-02,10,307823,30782.3,Steve Chapman,Corporate,South,1021,89,3.57
SC-20725,2015-06-03,2018-06-26,11,1175571,106870.09090909091,Steven Cartwright,Consumer,East,1119,187,3.59
SC-20770,2016-06-20,2018-11-19,7,1230616,175802.2857142857,Stewart Carmichael,Corporate,South,882,41,2.9
SC-20800,2016-12-11,2018-11-30,4,209785,52446.25,Stuart Calhoun,Consumer,Central,719,30,2.03
SC-20845,2017-11-11,2017-11-11,1,14112,14112.0,Sung Chung,Consumer,Central,0,414,
SD-20485,2015-01-26,2018-06-13,9,1709404,189933.77777777778,Shirley Daniels,Home Office,East,1234,200,2.66
SE-20110,2015-04-11,2018-12-21,11,2501525,227411.36363636365,Sanjit Engle,Consumer,East,1350,9,2.97
SF-20065,2015-09-10,2018-11-01,7,132025,18860.714285714286,Sandra Flanagan,Consumer,East,1148,59,2.23
SF-20200,2015-12-23,2018-11-01,9,684464,76051.55555555556,Sarah Foster,Consumer,West,1044,59,3.15
SF-20965,2015-10-21,2018-11-12,9,582265,64696.11111111111,Sylvia Foulston,Corporate,Central,1118,48,2.94
SG-20080,2016-10-31,2018-12-22,3,1370574,456858.0,Sandra Glassco,Consumer,Central,782,8,1.4
SG-20470,2015-07-26,2018-06-30,8,470880,58860.0,Sheri Gordon,Consumer,East,1070,183,2.73
SG-20605,2015-11-03,2018-09-13,5,697874,139574.8,Speros Goranitis,Consumer,East,1045,108,1.75
SG-20890,2015-03-30,2018-05-18,3,37551,12517.0,Susan Gilcrest,Corporate,Central,1145,226,0.96
SH-19975,2015-12-10,2018-12-01,12,5211132,434261.0,Sally Hughsby,Corporate,West,1087,29,4.03
SH-20395,2015-11-02,2018-12-07,10,1635183,163518.3,Shahid Hopkins,Consumer,South,1131,23,3.23
SH-20635,2015-12-16,2016-11-26,2,832864,416432.0,Stefanie Holloman,Corporate,South,346,764,2.11
SJ-20125,2016-09-22,2018-09-26,12,1784571,148714.25,Sanjit Jacobs,Home Office,East,734,95,5.97
SJ-20215,2016-02-09,2018-12-01,6,912618,152103.0,Sarah Jordon,Consumer,Central,1026,29,2.13
SJ-20500,2015-08-31,2018-04-21,5,209238,41847.6,Shirley Jackson,Consumer,Central,964,253,1.89
SK-19990,2017-11-28,2018-12-22,3,656780,218926.66666666666,Sally Knutson,Consumer,East,389,8,2.81
SL-20155,2015-09-21,2018-10-21,6,405050,67508.33333333333,Sara Luxemburg,Home Office,South,1126,70,1.94
SM-20005,2015-11-23,2017-11-04,4,211023,52755.75,Sally Matthias,Consumer,East,712,421,2.05
SM-20320,2015-03-18,2018-10-12,5,3372562,674512.4,Sean Miller,Home Office,South,1304,79,1.4
SM-20905,2017-05-03,2017-05-03,1,741703,741703.0,Susan MacKendrick,Consumer,East,0,606,
SM-20950,2015-09-29,2018-12-05,11,2760991,250999.18181818182,Suzanne McNair,Corporate,South,1163,25,3.45
SN-20560,2016-06-18,2018-09-10,6,873901,145650.16666666666,Skye Norling,Home Office,West,814,111,2.69
SN-20710,2015-05-06,2018-10-12,7,6723974,960567.7142857143,Steve Nguyen,Home Office,Central,1255,79,2.04
SO-20335,2016-10-11,2018-12-01,6,10279823,1713303.8333333333,Sean O'Donnell,Consumer,South,781,29,2.8
SP-20545,2015-10-13,2018-02-06,6,630735,105122.5,Sibella Parks,Corporate,East,847,327,2.59
SP-20620,2015-09-08,2018-11-13,9,4648202,516466.8888888889,Stefania Perrino,Corporate,East,1162,47,2.83
SP-20650,2015-04-16,2017-12-09,9,922153,102461.44444444444,Stephanie Phelps,Corporate,West,968,386,3.39
SP-20860,2015-12-15,2018-10-12,10,3032606,303260.6,Sung Pak,Corporate,East,1032,79,3.54
SP-20920,2015-11-22,2018-10-21,6,3933485,655580.8333333334,Susan Pistek,Consumer,West,1064,70,2.06
SR-20425,2015-06-14,2018-12-22,5,2794443,558888.6,Sharelle Roach,Home Office,West,1287,8,1.42
SR-20740,2015-02-20,2018-06-17,8,158708,19838.5,Steven Roelle,Home Office,East,1213,196,2.41
SS-20140,2015-11-23,2018-12-15,8,179786,22473.25,Saphhira Shifley,Corporate,East,1118,15,2.61
SS-20410,2015-05-30,2018-09-11,6,1755191,292531.8333333333,Shahid Shariari,Consumer,West,1200,110,1.83
SS-20515,2015-07-14,2017-08-26,3,61340,20446.666666666668,Shirley Schmidt,Home Office,South,774,491,1.41
SS-20590,2015-08-05,2017-10-24,6,40148,6691.333333333333,Sonia Sunley,Consumer,West,811,432,2.7
SS-20875,2015-12-14,2018-09-01,5,417130,83426.0,Sung Shariari,Consumer,Central,992,120,1.84
ST-20530,2015-02-14,2018-08-27,7,225035,32147.85714285714,Shui Tom,Consumer,East,1290,125,1.98
SU-20665,2016-12-05,2018-12-10,7,1647295,235327.85714285713,Stephanie Ulpright,Home Office,South,735,20,3.48
SV-20365,2015-01-11,2018-09-20,10,5660487,566048.7,Seth Vernon,Consumer,East,1348,101,2.71
SV-20785,2015-04-12,2018-02-13,9,2656629,295181.0,Stewart Visinsky,Consumer,West,1038,320,3.16
SV-20815,2016-05-04,2018-10-15,4,997553,249388.25,Stuart Van,Corporate,Central,894,76,1.63
SV-20935,2017-03-19,2018-12-28,8,551493,68936.625,Susan Vittorini,Consumer,East,649,2,4.5
SW-20245,2015-07-20,2018-10-10,7,689852,98550.28571428571,Scot Wooten,Consumer,West,1178,81,2.17
SW-20275,2015-03-10,2018-11-30,6,176865,29477.5,Scott Williamson,Consumer,South,1361,30,1.61
SW-20350,2017-04-09,2018-07-21,3,244801,81600.33333333333,Sean Wendt,Home Office,Central,468,162,2.34
SW-20455,2016-06-22,2018-07-21,6,2525199,420866.5,Shaun Weien,Consumer,South,759,162,2.89
SW-20755,2015-11-02,2017-07-14,2,660524,330262.0,Steven Ward,Corporate,East,620,534,1.18
SZ-20035,2015-09-07,2018-11-25,11,1683795,153072.27272727274,Sam Zeldin,Home Office,West,1175,35,3.42
TA-21385,2015-09-12,2018-10-22,4,11388497,2847124.25,Tom Ashbrook,Home Office,East,1136,69,1.29
TB-21055,2017-06-17,2018-09-02,4,363522,90880.5,Ted Butterfield,Consumer,East,442,119,3.3
TB-21175,2015-12-08,2018-11-02,4,596985,149246.25,Thomas Boland,Corporate,Central,1060,58,1.38
TB-21190,2015-12-27,2018-11-11,4,771408,192852.0,Thomas Brumley,Home Office,South,1050,49,1.39
TB-21250,2015-12-08,2018-01-15,7,795706,113672.28571428571,Tim Brockman,Consumer,East,769,349,3.32
TB-21280,2015-06-21,2017-05-26,6,330806,55134.333333333336,Toby Braunhardt,Consumer,East,705,583,3.11
TB-21355,2017-01-25,2018-08-06,5,196390,39278.0,Todd Boyes,Corporate,East,558,146,3.27
TB-21400,2015-02-03,2018-06-11,6,1045561,174260.16666666666,Tom Boeckenhauer,Consumer,West,1224,202,1.79
TB-21520,2015-10-17,2018-09-14,9,808617,89846.33333333333,Tracy Blumstein,Consumer,East,1063,107,3.09
TB-21595,2015-02-18,2018-03-20,4,536603,134150.75,Troy Blackwell,Consumer,Central,1126,285,1.3
TB-21625,2015-08-06,2018-11-30,9,1466478,162942.0,Trudy Brown,Consumer,Central,1212,30,2.71
TC-20980,2015-11-07,2017-11-26,5,1969336,393867.2,Tamara Chand,Corporate,West,750,399,2.43
TC-21145,2018-09-15,2018-09-15,1,99560,99560.0,Theresa Coyne,Corporate,East,0,106,
TC-21295,2015-10-14,2018-12-03,8,1173566,146695.75,Toby Carlisle,Consumer,West,1146,27,2.55
TC-21475,2015-11-22,2018-07-30,9,248424,27602.666666666668,Tony Chapman,Home Office,South,981,153,3.35
